unique_id	title	description	content	url	image	published_at	source_name	source_url	country	category
0512347d-804c-4041-875e-0e0d8e08465a	Israel-Hezbollah War Live Updates: Lebanon claims 3 deaths after Israeli strikes, Hezbollah says fighter killed	"Israel-Hezbollah War Live Updates: Israel conducted pre-emptive strikes in Lebanon on Sunday after detecting preparations for ""large-scale"" missiles and rocket attacks by the Iran-backed terror outfit Hezbollah. In retaliation, Hezbollah fired more than 320 Katyusha rockets at northern Israel. Stay tuned to IndiaToday.in for the latest updates."	Hezbollah has confirmed the death of a fighter from the allied Shia Amal movement, hailing from the southern Lebanese town of Khiam, BBC reported. While the specific circumstances of his death were not disclosed, the confirmation follows an earlier r... [337 chars]	https://www.indiatoday.in/world/story/israel-hezbollah-tensions-live-updates-israel-defence-force-idf-lebanon-hezbollah-gaza-war-2587475-2024-08-25	https://akm-img-a-in.tosshub.com/indiatoday/images/breaking_news/202408/israel-hezbollah-conflict-254150986-16x9_0.jpeg?VersionId=iw7wthQWFmaD2xEIukcp65tMYgUPC2j7	2024-08-25 08:27:02+00:00	India Today	https://www.indiatoday.in	in	world
9a942ef1-58e6-40f5-98dd-b5e123c6c27b	Indian-origin man arrested in US after wife vanishes, accused of concealing body	Naresh Bhatt has not been formally charged with murder in connection with the alleged killing of his wife, Mamta Kafle Bhatt. He faces a felony charge of prohibition against concealment of a body.	"A 37-year-old Indian-origin man was arrested in Virginia, United States, for the alleged concealment of his wife’s body, more than three weeks after she vanished.
Naresh Bhatt, who has not been formally charged with murder, was taken into custody on ... [2271 chars]"	https://www.indiatoday.in/world/indians-abroad/story/mamta-bhatt-disappearance-husband-naresh-bhatt-arrest-murder-investigation-2587539-2024-08-25	https://akm-img-a-in.tosshub.com/indiatoday/images/story/202408/mamta-bhatt-disappearance-255435221-16x9_0.png?VersionId=jp_ksrRgqjVi7J5g7n_dZ.9hB6Lwps1I	2024-08-25 07:58:22+00:00	India Today	https://www.indiatoday.in	in	world
c0bac35c-8705-4b58-b4b4-e9a0d9559a94	Why are Indians leaving Sweden at record rate? Viral post, expert reveal truth	Indians are leaving Sweden in record numbers, with a 171% increase in emigration in the first half of 2024. Several factors like lay-offs, spouse employment challenges, and the harsh climate might be behind the trend.	Indians looking for greener pastures have looked at the US, Canada and Europe. However, Sweden is witnessing hordes of Indians leaving the country. What is behind the trend is explained by an Indian software engineer and the CEO of the Sweden-India B... [4006 chars]	https://www.indiatoday.in/world/indians-abroad/story/indian-leaving-sweden-emigration-viral-post-explains-immigration-professional-growth-india-economy-swedish-langauge-2586903-2024-08-25	https://akm-img-a-in.tosshub.com/indiatoday/images/story/202408/why-is-ireland-gaining-popularity-among-international-students-183710484-16x9_0.jpg?VersionId=RjXpkGlC.6_1dH7OfWZfeEsbJvAOVRXB	2024-08-25 07:38:01+00:00	India Today	https://www.indiatoday.in	in	world
d12711d2-0529-4f91-bd8a-6ac471c3466d	Pakistan Invites PM Modi To SCO Council Of Heads Of Govt Meet In Islamabad: Report	Pakistan has invited Prime Minister Narendra Modi to the Shanghai Cooperation Organisation's Council of Heads of Government meeting in Islamabad, Oct 15-16	"Pakistan has invited Prime Minister Narendra Modi and other leaders to the Shanghai Cooperation Organisation’s (SCO) Council of Heads of Government (CHG) meeting, scheduled for October 15-16 in Islamabad.
This invitation follows Pakistan’s rotation i... [1100 chars]"	https://www.news18.com/india/pakistan-invites-pm-modi-to-sco-council-of-heads-of-government-meeting-in-islamabad-report-9027170.html	https://images.news18.com/ibnlive/uploads/2024/08/pm-modi-community-event-warsaw-2024-08-9f83af5e33c1a9fa6969ed8d1b42b9bd-16x9.jpg?impolicy=website&width=1200&height=675	2024-08-25 07:26:58+00:00	News18	https://www.news18.com	in	world
1720348b-5660-4507-ade3-4908158c116d	Hermès in hand, revenge in mind: Woman makes Louis Vuitton staff count ₹70 lakh and then leaves. Here's what happened	The woman had gone to a Louis Vuitton store to shop for clothing and said that the employees had treated her coldly. Later, she took her revenge on them. | Trending	Revenge is a dish best served cold, and a Chinese woman has once again proved it. The woman who claimed to be ignored by the staff at a Louis Vuitton store, waited for two months to get back at them. The Louis Vuitton staff counted ₹ 70 lakh in cash ... [1721 chars]	https://www.hindustantimes.com/trending/herms-in-hand-revenge-in-mind-woman-makes-louis-vuitton-staff-count-rs-70-lakh-and-then-leaves-heres-what-happened-101724562479823.html	https://www.hindustantimes.com/ht-img/img/2024/08/25/1600x900/WGB0DHAK_1711628599368_1724562662963.jpg	2024-08-25 05:13:57+00:00	Hindustan Times	https://www.hindustantimes.com	in	world
ed721371-3442-47d7-b7da-e44ac5eb0deb	Who is Pavel Durov, Telegram CEO arrested by French authorities? All about him	Telegram CEO Pavel Durov was arrested in France under a warrant related to the app.	The founder and CEO of the messaging app Telegram, Pavel Durov was arrested by French authorities at Le Bourget Airport, north of Paris. He was detained after arriving in his private area under a warrant in relation to the Telegram app. The specific ... [2591 chars]	https://www.livemint.com/companies/who-is-pavel-durov-telegram-ceo-arrested-by-french-authorities-all-about-him-11724557573349.html	https://www.livemint.com/lm-img/img/2024/08/25/1600x900/FILES-RUSSIA-FRANCE-ARREST-TELEGRAM-0_1724557924995_1724557936914.jpg	2024-08-25 04:30:22+00:00	Mint	https://www.livemint.com	in	world
36e26093-8efd-4738-905c-025c2c45f264	Watch: Volcano erupts in Indonesia, hikers flee in panic	The descent, captured by a government drone earlier this month, shows a group of panicked hikers racing down over the rocky terrain of Mount Dukono as the towering plume of ash rolls toward them with hair-raising speed.	As the Mount Dukono volcano in Indonesia erupted without any warning, a group of hikers found themselves racing against time, scrambling down the treacherous slopes. In the heart-stopping footage, the hikers are seen fleeing in sheer panic as a massi... [1559 chars]	https://www.indiatoday.in/world/story/indonesia-volcano-erupts-mount-dukono-hikers-run-down-rocky-slope-video-2587460-2024-08-25	https://akm-img-a-in.tosshub.com/indiatoday/images/story/202408/in-the-heart-stopping-footage--the-hikers-are-seen-fleeing-in-sheer-panic-as-a-massive-plume-of-ash-254537448-16x9_0.png?VersionId=Wp_XndFL1NHSjwYhu3He.SztOHlhVl7Z	2024-08-25 04:00:27+00:00	India Today	https://www.indiatoday.in	in	world
3cd0e218-8356-4f95-a125-bcc8b229379c	'Deal With It': Bengaluru CEO Responds To Online Backlash In Row Over Viral 'Brahmin Genes' Post	"Amid mounting criticism and support alike, she put up some more posts on X claiming that nowadays Brahmins were afraid of revealing their full name and have been turned into ""villains"" by activists and politicians"	Anuradha Tiwari, the founder and CEO of a content marketing company, finds herself in the middle of a controversy after she posted a picture of herself saying “Brahmin genes” on social media. Amid mounting criticism and support alike, she put up some... [4620 chars]	https://www.news18.com/india/deal-with-it-bengaluru-ceo-responds-to-online-backlash-in-row-over-brahmin-genes-post-9027296.html	https://images.news18.com/ibnlive/uploads/2024/08/untitled-design-78-2024-08-690a26cbd941d4b7cd903ff2cddd1914-16x9.jpg?impolicy=website&width=1200&height=675	2024-08-25 14:58:07+00:00	News18	https://www.news18.com	in	nation
bb393d89-969c-4fce-99e0-9a38916955d3	Omar Abdullah mocks Mehbooba Mufti's ‘offer’ for J&K polls: ‘Do not field candidates’	Omar Abdullah's remarks came a day after Mehbooba Mufti said the PDP would leave all seats for Congress-NC coalition if it accepts her party's agenda. | Latest News India	National Conference Vice President Omar Abdullah taunted Peoples Democratic Party chief Mehbooba Mufti for allegedly copying his party's manifesto and asked the PDP not to field candidates against the Congress-NC nominees as their agenda is the same.... [2122 chars]	https://www.hindustantimes.com/india-news/omar-abdullah-mocks-mehbooba-muftis-offer-for-j-k-polls-do-not-field-candidates-101724591500462.html	https://www.hindustantimes.com/ht-img/img/2024/08/25/1600x900/Omar-Abdullah-and-Mehbooba-Mufti---File-Photos-_1724592900151_1724592910169.jpg	2024-08-25 13:39:31+00:00	Hindustan Times	https://www.hindustantimes.com	in	nation
f0e4abe6-c885-4c04-b7ef-7bfc0167454f	Amit Shah's big ‘drug-free India' pledge: ‘Unless we attack entire network…’	Union home minister Amit Shah said that drugs not only ruin the country's young generation but also weaken the country's national security. | Latest News India	"Union home minister Amit Shah on Sunday termed drugs as a global menace, calling for a “drugs-free India”. Union Home Minister Amit Shah speaks during the inauguration of Narcotics Control Bureau's (NCB) zonal unit office, in Raipur, Sunday,(PTI)
The... [2071 chars]"	https://www.hindustantimes.com/india-news/amit-shahs-big-drug-free-india-pledge-unless-we-attack-entire-network-101724590855933.html	https://www.hindustantimes.com/ht-img/img/2024/08/25/1600x900/Amit_Shah_1724590958592_1724590958895.jpg	2024-08-25 13:28:41+00:00	Hindustan Times	https://www.hindustantimes.com	in	nation
9ff8e139-537f-458e-91fb-a4ff4f9ecf6e	’Bihar was Switzerland for Tejashwi...’: Prashant Kishor says RJD leader discussing development model is laughable	Prashant Kishor took a swipe at ;Tejashwi Yadav for talking about ’development model’ and claimed that RJD leader doesn’t know what GDP and GDP growth are.	"Jan Suraaj chief Prashant Kishor on Sunday took a swipe at Tejashwi Yadav and said that Rashtriya Janata Dal (RJD) leader discussing development model is laughable.
Kishor also claimed that Tejashwi Yadav doesn't know what GDP and GDP growth are.
Kis... [1374 chars]"	https://www.livemint.com/politics/news/bihar-was-switzerland-for-tejashwi-yadav-prashant-kishor-says-rjd-leader-discussing-development-model-is-laughable-11724588333895.html	https://www.livemint.com/lm-img/img/2024/08/25/1600x900/20240810-PAT-SK-MN-Tejashwi--10-0_1724589439949_1724589447197.JPG	2024-08-25 12:41:31+00:00	Mint	https://www.livemint.com	in	nation
1de82c2b-43d9-4f00-9db7-45b98fcdd2b0	With Unified Pension Scheme, BJP-led government seeks to trip an important Opposition plank	Unified Pension Scheme: Prime Minister Modi implements Unified Pension Scheme for Central government employees, diverging from previous policies to address employee demands.	Prime Minister Narendra Modi may have repeated most of his Ministers from his previous term, as well as officials in his Prime Minister’s Office (PMO), but some policy prescriptions in his third term show departures from that term, a signal that he h... [3107 chars]	https://www.thehindu.com/news/national/with-unified-pension-scheme-bjp-led-government-seeks-to-trip-an-important-opposition-plank/article68565182.ece	https://th-i.thgim.com/public/news/national/mk9gmx/article68565378.ece/alternates/LANDSCAPE_1200/INDEX%20PM%20NARENDRA%20MODI%20DELHI%202024_6.jpg	2024-08-25 11:56:00+00:00	The Hindu	https://www.thehindu.com	in	nation
eaa79d83-f1fc-4349-a844-ca7960ec865e	Kolkata murder case live: Kunal Ghosh questions CBI’s actions amid single arrest	Kolkata doctor rape-murder case live updates: The polygraph test of the main accused, Sanjoy Roy, is underway.	"Aug 25, 2024 3:21 PM IST
Kolkata doctor rape-murder case live updates: The West Bengal Motion Picture Artists' Forum held a protest in Tollygunge, calling for justice for the victim of the RG Kar Medical College rape-murder case and urging the Kolkat... [729 chars]"	https://www.hindustantimes.com/india-news/kolkata-doctor-rape-murder-case-live-updates-polygraph-test-of-main-accused-likely-to-be-held-today-101724549829996.html	https://www.hindustantimes.com/ht-img/img/2024/08/25/550x309/PTI08-21-2024-000147A-0_1724518256032_1724585656470.jpg	2024-08-25 11:37:22+00:00	Hindustan Times	https://www.hindustantimes.com	in	nation
053fde61-ef2a-4fdd-be53-505bf96ddc5a	Kolkata Doctor Rape Case: Sanjoy Roy’s polygraph test ends-Did it confirm his guilt or prove he is being ‘framed’?	Kolkata doctor rape case: The polygraph test on Sanjay Roy, the prime accused in the alleged rape and murder of a RG Kar Medical College trainee doctor, took place at Kolkata’s Presidency Jail where he is lodged, officials said on Sunday.	"Kolkata doctor rape case: Sanjoy Roy, prime accused in the rape and murder case of a Kolkata doctor, underwent a lie-detector test on Sunday. The test was conducted by the Central Bureau of Investigation (CBI) on the arrested civic volunteer.
Also Re... [2538 chars]"	https://www.livemint.com/news/india/kolkata-doctor-rape-case-sanjoy-roy-s-polygraph-test-ends-did-it-confirm-his-guilt-or-prove-he-is-being-framed-11724582913373.html	https://www.livemint.com/lm-img/img/2024/08/25/1600x900/Sanjoy-Roy--the-prime-accused-in-the-rape-and-murd_1724582947426_1724583230380.jpg	2024-08-25 11:35:37+00:00	Mint	https://www.livemint.com	in	nation
26ae8098-d8ec-4a1e-aa0d-e87db037282a	Kolkata rape-murder case: Kapil Sibal's predecessor threatens no-confidence motion over SCBA resolution	Senior advocate Kapil Sibal was elected as the president of the Supreme Court Bar Association (SCBA) in May earlier this year. | Latest News India	The Supreme Court Bar Association (SCBA) finds itself embroiled in a controversy after its President, senior advocate Kapil Sibal, purportedly issued a resolution on the horrific rape and murder of a trainee doctor at RG Kar Medical College in Kolkat... [2008 chars]	https://www.hindustantimes.com/india-news/kolkata-rape-murder-case-kapil-sibals-predecessor-threatens-no-confidence-motion-over-scba-resolution-101724579421026.html	https://www.hindustantimes.com/ht-img/img/2024/08/25/1600x900/kapil_sibal_scba_resolution_no_confidence_1724580941900_1724580942229.jpg	2024-08-25 10:23:20+00:00	Hindustan Times	https://www.hindustantimes.com	in	nation
22aa9314-10aa-4181-ba49-4438e9860ef7	Bengaluru woman files complaint against husband for ‘preventing’ her from eating French fries, Karnataka HC stays plea	The Karnataka High Court also stayed the Look Out Notice (LOC) issued against the man by the Bengaluru police.	The Karnataka High Court last week stayed the plea of a Bengaluru woman who accused her US-based husband of cruelty for allegedly preventing her from eating French fries. The Court also stayed the Look Out Notice (LOC) issued by the police against th... [1890 chars]	https://indianexpress.com/article/cities/bangalore/karnataka-high-court-bengaluru-woman-french-fries-husband-complaint-9532268/	https://images.indianexpress.com/2024/08/Untitled-design-39-8.jpg	2024-08-25 09:35:54+00:00	The Indian Express	https://indianexpress.com	in	nation
6bfbe13b-cb7c-4e2b-86d2-0dfcca7a2647	J-K Assembly Polls: ‘Amit Shah forced everyone to read our election manifesto, but the sad part is…,’ says Omar Abdullah	Omar Abdullah’s remarks came two days after Amit Shah posed 10 questions to Congress leader Rahul Gandhi, demanding clarification on the grand old party’s stand on various issues as it allies with Farooq Abdullah-led NC for the upcoming J-K assembly polls.	"Former chief minister of Jammu and Kashmir, Omar Abdullah on August 25 'thanked' Union Home Minister Amit Shah for reacting to the National Conference (NC) election manifesto for the upcoming assembly election in the Union Territory.
Abdullah said th... [2329 chars]"	https://www.livemint.com/politics/news/jk-assembly-polls-amit-shah-forced-everyone-to-read-our-election-manifesto-the-sad-part-is-says-omar-abdullah-11724576422244.html	https://www.livemint.com/lm-img/img/2024/08/25/1600x900/NC-vice-president-Omar-Abdullah-accompanying-the-p_1724576561862_1724576572479.jpg	2024-08-25 09:22:23+00:00	Mint	https://www.livemint.com	in	nation
39b395f5-68d1-4fc3-8547-cd7ecc2d535e	Maharashtra Pollution Board’s Deleted Tweet on Mercedes Benz Plant Sparks Controversy	A tweet by the Maharashtra Pollution Control Board (MPCB) regarding a visit to the Pune plant of German car manufacturer Mercedes Benz has stirred debate after being swiftly deleted. The tweet, posted on August 23, 2024, included three photos of MPCB Chairman Siddhesh Kadam inspecting the facility and mentioned the plant's non-compliance with pollution control	"Share This News
A tweet by the Maharashtra Pollution Control Board (MPCB) regarding a visit to the Pune plant of German car manufacturer Mercedes Benz has stirred debate after being swiftly deleted. The tweet, posted on August 23, 2024, included thre... [906 chars]"	https://www.mypunepulse.com/maharashtra-pollution-boards-deleted-tweet-on-mercedes-benz-plant-sparks-controversy/	https://www.mypunepulse.com/wp-content/uploads/2024/08/Maharashtra-Pollution-Boards-Deleted-Tweet-on-Mercedes-Benz-Plant-Sparks-Controversy.png	2024-08-25 13:43:22+00:00	Pune Pulse	https://www.mypunepulse.com	in	business
9e08f4ba-80ab-48ee-937e-30ca34815a08	Buy or sell: BEL, NLC India & RCF - Ganesh Dongre recommends three stocks for Monday	Buy or sell: Ganesh Dongre, Senior Manager - Technical Research at Anand Rathi believes that individual stocks within the Nifty continue to show signs of bullish sentiment, contributing to overall market optimism	Buy or sell: The Nifty index ended the week at 24,823, aligning with the previously discussed support zone of 24,400-24,600. As anticipated, the index moved above this support zone, closing at 24,823 and approaching its resistance level of 24,900-25,... [1858 chars]	https://www.livemint.com/market/stock-market-news/buy-or-sell-bel-nlc-india-rcf-ganesh-dongre-recommends-three-stocks-for-monday-11724583696396.html	https://www.livemint.com/lm-img/img/2024/08/25/1600x900/Intraday_trading_stocks_1724585998832_1724585999101.jpg	2024-08-25 11:49:31+00:00	Mint	https://www.livemint.com	in	business
aefb3db7-4e0e-467d-9edd-9163b3e3f798	Upcoming MG Windsor EV - Top 5 Things You Should Know	MG Motor India will launch the Windsor EV on September 11, 2024. It features a 50.6 kWh battery, advanced tech, and competitive performance	"MG Motor India will launch the Windsor EV on September 11, 2024. It features a 50.6 kWh battery, advanced tech, and competitive performance
MG Motor India recently announced that it will launch its new electric vehicle, the Windsor on September 11, 2... [2010 chars]"	https://gaadiwaadi.com/upcoming-mg-windsor-ev-top-5-things-you-should-know/	https://gaadiwaadi.com/wp-content/uploads/2024/08/MG-Windsor-EV-Teased-2.jpg	2024-08-25 11:40:41+00:00	GaadiWaadi.com	https://gaadiwaadi.com	in	business
